Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
Emergência Geral - Posto de Enfermagem;;;;0;Emergência;ACSC\M015952;HSI2667D219395;219395;10.30.25.28;1K66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158369;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de Enfermagem;;;;0;Emergência;ACSC\m913473;HSI2667D219289;219289;10.30.25.57;4966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2415Q;158543;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de enfermagem;;;;0;Emergência;ACSC\cv121694;HSI2667D219316;219316;10.30.25.56;8D66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158334;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de Enfermagem;;;;0;Emergência;ACSC\juliana.kratz;HSI2667D189800;Sem Patrimônio;10.30.25.101;C266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188876;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de Enfermagem;;;;0;Emergência;ACSC\m088698;HSI2667D230276;230276;10.30.26.120;2MTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;E2222HS;189651;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de Enfermagem ;;;;0;Emergência;ACSC\rafael.boos;HSI2667D219339;219339;10.30.25.50;5B66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158335;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Posto de Enfermagem (Máquina de Crise);;;;0;Emergência;ACSC\m413695;HSI2667D158558;158588;10.30.24.49;FMPWHK2;Microsoft Windows 10 Pro x64;21H1;Dell Inc.;OptiPlex 5050;desktop;Dell;P2016;158784;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Power BI;;;;0;Emergência;acsc\user;HSI2667D158416;158416;10.30.26.63;28JRCK2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3040;desktop;;;;;;;;;;Não;Não;21/07/2025;Guilherme Flores
Emergência Geral - Quarto Cardiologistas;;;;0;Emergência;ACSC\m019795;HSI2667D182895;182895;10.30.26.79;72S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;AOC;E2270S;188748;;;;;;;Não;Não;31/10/2025;Luiz Roberto
Emergência Geral - Sala de Acolhimento Pós Alta;;;;0;Emergência;ACSC\marisete.wiggers;HSI2618D182845;182845;10.30.27.147;32S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2222H;219183;;;;;;;Não;Não;10/10/2025;Guilherme Flores
Emergência Geral - Sala Vermelha;;;;0;Emergência;ACSC\fabiana.malaquias;HSI2667D230271;230271;10.30.24.217;7MTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;Dell;E2222HS;188873;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Sala Vermelha;;;;0;Emergência;ACSC\daniela.ce;HSI2667D230270;230270;10.30.27.8;2NTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;Dell;E2222HS;188866;;;;;;;Não;Não;11/07/2025;Rafael Muller
Emergência Geral - Triagem Convênio;;;;0;Emergência;ACSC\cs047604;HSI2667D188843;188843;10.30.27.19;5166YY3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188865;;;;;;;Não ;Não;13/07/2025;Rafael Muller
Farmácia - 3º Andar;;;;3;Principal;ACSC\CE049012;HSI2647D189597;189597;10.30.27.240;3GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;DELL;E2222HS;188849;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Farmácia - 3º Andar;;;;3;Principal;ACSC\CE049012;HSI2649D219392;219392;10.30.24.40;3J66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188746;;;;;;;Não;Não;06/07/2025;Tiago Abreu
Farmácia - 3º Andar;;;;3;Principal;ACSC\nl103195;HSI2647D189588;189588;10.30.27.239;CJX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;DELL;E2222HS;188877;;;;;;;Não;Não;06/07/2025;Rafael Muller
Farmácia - 4º Andar;;;;4;Principal;ACSC\GF065186;HSI2647D189660;189660;10.30.27.243;1GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188743;;;;;;;Não;Não;05/07/2025;Rafael Muller
Farmácia - 4º Andar;;;;4;Principal;ACSC\ca101352;HSI2674D189604;189604;10.30.27.2;1HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188859;;;;;;;Não;Não;05/07/2025;Rafael Muller
Farmácia - 4º Andar;;;;4;Principal;ACSC\GC150796;HSI2647D189599;189599;10.30.27.230;1JX53Y3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;158863;;;;;;;Não;Não;05/07/2025;Rafael Muller
Farmácia - 4º Andar;;;;4;Principal;ACSC\CA101352;HSI2666D189591;189591;10.30.27.229;DHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188851;;;;;;;Não;Não;05/07/2025;Rafael Muller
Farmácia - 5º Andar;;;;5;Principal;ACSC\LH140446;HSI2648D189609;189609;10.30.27.247;2GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;DELL;E2222HS;188850;;;;;;;Não;Não;06/07/2025;Rafael Muller
Farmácia - 5º Andar;;;;5;Principal;ACSC\JZ079680;HSI2641D173449;149896;10.30.25.122;2JV04W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;AOC;E2270S;188744;;;;;;;Não;Não;13/10/2025;Rafael Muller
Farmácia - 5º Andar;;;;5;Principal;ACSC\DW118834;HSI2648D189608;189608;10.30.27.248;5GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;DELL;E2222HS;188862;;;;;;;Não;Não;06/07/2025;Rafael Muller
Farmácia - 5º Andar;;;;5;Principal;ACSC\BB158170;HSI2641D158876;158876;10.30.24.168;6WVZRP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;HP;V194bz;149335;;;;;;;Não;Não;13/10/2025;Rafael Muller
Farmácia Clínica;;;;3;Principal;acsc\nv042109;HSI2641D230262;230262;10.30.26.143;HNTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188707;;;;;;;Não;Não;29/09/2025;Guilherme Flores
Farmácia Clínica;;;;3;Principal;acsc\user;HSI2645D219329;219329;10.30.24.117;DG66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;188723;;;;;;;Não;Não;29/09/2025;Guilherme Flores
Farmácia Clínica;;;;3;Principal;ACSC\AM040377;HSI2641D230281;230281;10.30.26.145;5QTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188780;;;;;;;Não;Sim;29/09/2025;Rafael Muller
Farmácia Clínica;;;;3;Principal;ACSC\CR076588;HSI2641D230295;230295;10.30.24.169;DNTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188727;;;;;;;Não;Não;29/09/2025;Rafael Muller
Farmácia Clínica;;;;3;Principal;ACSC\IO022984;HSI2641D230259;230259;10.30.26.144;5NTVSB4;Microsoft Windows 10 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188773;;;;;;;Não;Não;29/09/2025;Rafael Muller
Farmácia Clínica;;;;3;Principal;ACSC\NB531512;HSI2641D230282;230282;10.30.26.146;1QTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188751;;;;;;;Não;Não;29/09/2025;Guilherme Flores
Farmácia Clínica;;;;3;Principal;acsc\carina.debortoli;HSI2641D230250;230250;10.30.24.21;4NTVSB4;Microsoft Windows 10 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;AOC;E2270S;188779;;;;;;;Não;Não;29/09/2025;Rafael Muller
Faturamento Convênio;;;;1;Principal;ACSC\NF116396;HSI2614D219388;219388;10.30.25.134;2J66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219205;Dell;P2222H;219211;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\jessica.mannes;HSI2614D173430;173430;10.30.26.25;2JQ54W2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2222H;219488;Dell;P2222H;219500;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\celio.libardi;HSI2608D230264;230264;10.30.26.29;JMTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;Dell;P2222H;219400;Dell;P2222H;219464;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\luciana.silva8;HSI3718D189581;189581;10.30.24.176;2JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219456;Dell;P2222H;219473;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\NL129565;HSI2614D188831;188831;10.30.24.197;4166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219186;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\sabrina.vermohlen1;HSI3718D189598;189598;10.30.24.157;4GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219213;Dell;P2222H;219487;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\mayara.monteiro;HSI2614D188837;188837;10.30.25.167;6366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219201;Dell;P2222H;219405;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\ana.lima;HSI2615D188830;188830;10.30.25.145;7166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219166;Dell;P2222H;219164;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\andressa.zanelato;HSI3718D189568;189568;10.30.24.174;7HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219167;Dell;P2222H;219170;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\AP100082;HSI3718D189582;189582;10.30.24.236;9GX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219478;Dell;P2222H;219488;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\jady.agustini;HSI2614D231403;231403;10.30.26.26;9NTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;Optiplex SFF 7020;desktop;Dell;P2222H;219171;Dell;P2222H;219207;;;;Não;Sim;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\MB098806;HSI3718D189596;189596;10.30.24.181;BGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219175;Dell;P2222H;219181;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\LV014759;HSI2614D219283;219283;10.30.26.101;CB66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219438;Dell;P2222H;219465;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\CC104068;HSI3718D189575;189575;10.30.24.66;CGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219199;Dell;P2222H;219425;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\liliane.castagnino;HSI2615D188834;188834;10.30.26.80;D266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219477;Dell;P2222H;219482;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\jessica.mannes;HSI3723D189529;189529;10.30.24.102;F2F8NY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219484;Dell;P2222H;219479;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\bianca.pinto;HSI3718D189573;189573;10.30.24.225;FJX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219485;Dell;P2222H;219483;;;;Não;Sim;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\BN122226;HSI3718D189572;189572;10.30.25.36;HGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219480;Dell;P2222H;219481;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio;;;;1;Principal;ACSC\liliane.castagnino;HSI3718D189602;189602;10.30.24.231;JGX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219203;Dell;P2222H;219163;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento Convênio - PAINEL;;;;1;Principal;ACSC\PAINELHSI;HSI3723D183811;183811;10.30.52.83;3GXXYK3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Faturamento SUS;;;;1;Principal;ACSC\VA935675;HSI2614D219293;219293;10.30.26.77;8C66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;;;;;;;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS;;;;1;Principal;ACSC\tricya.sousa;HSI3723D219284;219284;10.30.26.82;3C66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;188868;Dell;E2222HS;189720;;;;Sim;Não;13/08/2025;Guilherme Flores
Faturamento SUS;;;;1;Principal;ACSC\bianca.baumgart;HSI3723D189570;189570;10.30.27.107;5JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188883;Dell;E2222HS;189632;;;;Não;Não;23/09/2025;Rafael Muller
Faturamento SUS;;;;1;Principal;ACSC\karla.ribeiro;HSI3723D189593;189593;10.30.24.124;6HX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2425H;230193;;;;;;;Não;Não;30/10/2025;Rafael Muller
Faturamento SUS;;;;1;Principal;ACSC\BS116878;HSI3723D189586;189586;10.30.25.116;FHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2425H;230219;Dell;P2425H;230200;;;;Não;Não;30/10/2025;Guilherme Flores
Faturamento SUS;;;;1;Principal;ACSC\rayana.santiago;HSI3718D189566;189566;10.30.24.135;GJX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2222H;219467;Dell;P2222H;219470;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS;;;;1;Principal;ACSC\VA935675;HSI3723D189589;189589;10.30.24.146;HHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2425H;230220;;;;;;;Não;Não;30/10/2025;Rafael Muller
Faturamento SUS;;;;1;Principal;ACSC\vimaria.araujo;HSI3723D189590;229670;10.30.24.184;JHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2425H;230223;Dell;P2425H;230199;;;;Não;Não;30/10/2025;Rafael Muller
Faturamento SUS;;;;1;Principal;ACSC\jady.agustini;HSI2615N189540;189540;10.30.53.144;JXM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;Dell;P2425H;230213;;;;;;;Não;Sim;30/10/2025;Guilherme Flores
Faturamento SUS - Auditoria;;;;1;Principal;acsc\user;HSI3712N189694;189694;10.30.53.92;BGSNVN2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS - Auditoria;;;;1;Principal;acsc\user;HSI3712N189692;189692;10.30.53.188;SWNQFP2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 5480;laptop;;;;;;;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS - Extra;;;;1;Principal;ACSC\aprendiz.fatsushsi;HSI2614D188833;188833;10.30.26.33;8266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188709;Dell;E2222HS;189635;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS - Extra;;;;1;Principal;ACSC\TS048475;HSI2614D188836;188836;10.30.27.35;1266YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188728;Dell;P2425H;230192;;;;Não;Sim;10/10/2025;Guilherme Flores
Faturamento SUS - Extra;;;;1;Principal;ACSC\ana.tomio;HSI3723D189571;189571;10.30.24.138;8JX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188729;Dell;E2222HS;197060;;;;Não;Não;13/08/2025;Guilherme Flores
Faturamento SUS - Extra;;;;1;Principal;ACSC\CA140030;HSI3723D189587;189587;10.30.25.117;BHX53Y3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;AOC;E2270S;188731;Dell;P2425H;230191;;;;Não;Não;10/10/2025;Guilherme Flores
Faturamento SUS - PAINEL;;;;1;Principal;ACSC\PAINELHSI;HSI3723D149343;149343;10.30.52.221;BRJ527TQ9Z;Microsoft Windows 10 Pro x64;22H2;Hewlett-Packard;HP ProDesk 600 G1 SFF;desktop;;;;;;;;;;Não;Não;14/08/2025;Guilherme Flores
Gerência Academica;;;;3;Lavanderia;ACSC\graziela.corrente;HSI2655N189561;189561;10.30.27.56;9YM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;Dell;P2219;182712;;;;;;;Não;Sim;20/08/2025;Rafael Muller
Gerencia Assistencial Educação Continuada;;;;5;Principal;ACSC\marcia.fidauza;HSI2686N189510;189510;10.30.25.111;3XM53Y3;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;Latitude 3420;laptop;Dell;P2422H;196987;;;;;;;Não;Não;30/10/2025;Guilherme Flores
Gerencia Assistencial Educação Continuada;;;;5;Principal;ACSC\ariane.lima;HSI2676D158808;158808/208302;10.30.25.186;B8BWFP2;Microsoft Windows 10 Pro x64;1709;Dell Inc.;OptiPlex 3050;desktop;Dell;E2222HS;189620;;;;;;;;;08/07/2025;Rafael Muller
Gestão de Pessoas;;;;0;Principal;ACSC\RR050354;HSI2620N173478;173478;10.30.25.181;2MX64W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;Latitude 3490;laptop;AOC;E2270S;188747;;;;;;;Não;Sim;08/07/2025;Guilherme Flores
Gestão de Pessoas;;;;0;Principal;ACSC\ES123019;HSI2620D219343;219343;10.30.24.112;3B66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;E2222HS;189638;Dell;E2222HS;189714;;;;Não;Sim;08/07/2025;Guilherme Flores
Gestão de Pessoas;;;;0;Principal;ACSC\JF821963;HSI2620D158868;158868;10.30.25.230;6WSTRP2;Microsoft Windows 11 Pro x64;21H2;Dell Inc.;OptiPlex 3050;desktop;DELL;P2222H;219458;;;;;;;Sim;Não;08/07/2025;Guilherme Flores
Gestão de Pessoas;;;;0;Principal;ACSC\FC035282;HSI3910D158815;158815;10.30.26.96;B88SFP2;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;OptiPlex 3050;desktop;Dell;E2222HS;189653;Dell;E2222HS;182843;;;;Não;Não;08/07/2025;Guilherme Flores
Gestão de Pessoas;;;;0;Principal;ACSC\HG116447;HSI2620D219340;219340;10.30.24.119;H966K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2425H;230247;Dell;E2222HS;197061;;;;Não;Não;08/07/2025;Guilherme Flores
Gestão de Pessoas;;;;0;Principal;ACSC\AG105644;HSI2620D149615;182841;10.30.24.247;HXR8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;Dell;P2018H;173419;Dell;P2018H;182852;;;;Sim;Sim;08/07/2025;Guilherme Flores
Gestão de Pessoas ;;;;0;Principal;ACSC\AG105644;HSI2620D149925;149925;10.30.24.239;BJW4MD2;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex 3040;desktop;Dell;P2016;158364;;;;;;;Não;Não;12/10/2025;Rafael Muller
Gestão de Pessoas - Educação Continuada;;;;0;Principal;ACSC\silvia.moraes;HSI2686D219269;219269;10.30.27.83;1C66K34;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2422H;196932;;;;;;;Sim;Sim;08/07/2025;Guilherme Flores
Gestão de Pessoas - Educação Continuada;;;;0;Principal;ACSC\BP131051;HSI2686D219345;219345;10.30.24.136;2B66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2222H;219156;;;;;;;Sim;Sim;08/07/2025;Guilherme Flores
Gestão de Pessoas - Educação Continuada;;;;0;Principal;ACSC\ES123019;HSI2630D219344;219344;10.30.25.88;2C66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;AOC;E2270S;10942;;;;;;;Não;Não;29/09/2025;Guilherme Flores
Gestão de Pessoas - Educação Continuada;;;;0;Principal;ACSC\BP131051;HSI2661D162239;162239;10.30.25.7;9TSLQX2;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2222H;219436;;;;;;;Não;Sim;29/09/2025;Guilherme Flores
Gestão de Pessoas - Entrevistas;;;;0;Principal;ACSC\luciane.pereira;HSI2660D196807;196807;10.30.9.20;5GNNHQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;AOC;E2270S;188705;Dell;E2222HS;196811;;;;Sim;Sim;18/08/2025;Guilherme Flores
Gestão de Pessoas - Entrevistas;;;;0;Principal;ACSC\FS055350;HSI2620D219394;219394;10.30.12.101;BK66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;Dell;P2016;158878;Dell;P2222H;219421;;;;Sim;Sim;10/10/2025;Guilherme Flores
Gestão de Pessoas - Recepção;;;;0;Principal;ACSC\EA041166;HSI2620D219799;219799;10.30.25.69;FGX53Y3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3000;desktop;Dell;P2018H;182892;;;;;;;Não;Sim;15/09/2025;Guilherme Flores
Gestão de Pessoas - Recepção;;;;0;Principal;ACSC\EA041166;HSI3910D173441;173441;10.30.24.219;2JS64W2;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3060;desktop;Dell;P2016;158358;;;;;;;Não;Não;08/07/2025;Guilherme Flores
Coração de Jesus;Beira Leito Nº 12;;;4;Principal;ACSC\hsi-srpa04;HSI3712N189531;189532;10.30.54.63;6WM53Y3;Microsoft Windows 11 Pro x64;22H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;13/07/2025;Rafael Muller
Coração de Jesus;Beira Leito Nº 13;;;4;Principal;ACSC\hsi-treina01;HSI3712N189555;189555;10.30.53.197;BXM53Y3;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;Latitude 3420;laptop;;;;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Coordenação;;;;4;Principal;ACSC\miriely.krubniki;HSI2661N173474;173474;10.30.26.84;2ML54W2;Microsoft Windows 10 Pro x64;1809;Dell Inc.;Latitude 3490;laptop;Dell;P2222H;183942;;;;;;;Sim;Não;05/07/2025;Rafael Muller
Hemodinâmica - Farmácia;;;;4;Principal;ACSC\ellen.klitzke;HSI3323D188807;188807;10.30.27.223;7366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188887;;;;;;;Não;Não;22/08/2025;Rafael Muller
Hemodinâmica - Farmácia;;;;4;Principal;ACSC\ellen.klitzke;HSI3323D196847;196847;10.30.27.182;BD83LQ3;Microsoft Windows 10 Pro x64;21H2;Dell Inc.;OptiPlex 3090;desktop;Dell;E2222HS;188856;;;;;;;Não;Não;22/08/2025;Rafael Muller
Hemodinâmica - Observação;;;;4;Principal;ACSC\m701385;HSI2662N173459;173459;10.30.53.145;2MQ34W2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;Latitude 3490;laptop;Dell;E2222HS;196867;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Observação;;;;4;Principal;ACSC\jose.rodrigues1;HSI3818D188843;188843;10.30.24.238;4366YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188854;;;;;;;Não;Não;05/07/2025;Rafael Muller
Hemodinâmica - Observação;;;;4;Principal;ACSC\juliana.ioris;HSI3818D188821;188821;10.30.27.245;8166YY3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3000;desktop;Dell;E2222HS;188892;AOC;E2270S;188767;;;;Não;Não;27/10/2025;Rafael Muller
