Localização;Beira Leito?;Nº do Carrinho;Cadeado;Andar;Prédio;Usuário conectado;Hostname;Patrimônio;IP;Serial Number CPU;Nome de SO;Os Release;Fabricante;Modelo;Tipo de chassi;Monitor 1;Modelo 1;Patrimônio 1;Monitor 2;Modelo 2;Patrimônio 2;Monitor 3;Modelo 3;Patrimônio 3;Webcam;Headset;DATA;Última atualização por
UTI - Farmácia;;;;2;Principal;ACSC\ab132591;HSI2644D182926;182926;10.30.27.87;71S8WF3;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;DELL;E2222HS;187821;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Posto de Enfermagem - Lado C;;;;2;Principal;ACSC\francielle.santos;HSI3337D230289;230289;10.30.25.87;HMTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;;182846;;;;;;;;;17/08/2025;Guilherme Flores
UTI - Posto de Enfermagem - Lado C;;;;2;Principal;ACSC\bc025526;HSI3337D230292;230292;10.30.27.93;HPTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;P2018H;182873;;;;;;;;;17/08/2025;Guilherme Flores
UTI - Posto de Enfermagem - Lado C (Máquina de Crise);;;;2;Principal;ACSC\TH612596;HSI3337D230291;230291;10.30.27.91;BQTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;P2018H;182884;;;;;;;;;17/08/2025;Guilherme Flores
UTI - Posto de Enfermagem - Lado C (Máquina de Crise);;;;2;Principal;ACSC\KA016125;HSI3337D230290;230290;10.30.25.84;FMTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;;desktop;DELL;P2018H;182879;;;;;;;;;17/08/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\edinario.cardoso;HSI3324D230285;230285;10.30.27.166;HLTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 7020;desktop;DELL;P2222H;219426;;;;;;;;;30/08/2025;Rafael Muller
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\ma039487;HSI2672D219370;219370;10.30.25.70;5F66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189622;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\m090258;HSI2672D230274;230274;10.30.26.44;9MTVSB4;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex SFF 7020;desktop;DELL;P2016;161537;;;;;;;Não;Não;21/10/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\AS029083;HSI2672D161436;161436;10.30.24.214;B7XYFP2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;155254;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\JM032187;HSI2672D161600;161600;10.30.25.144;BVTJYR2;Microsoft Windows 10 Pro x64;1909;Dell Inc.;OptiPlex 7050;desktop;DELL;P2016;161711;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;;HSI2672D161391;161391;10.30.27.17;CMMQVN2;Microsoft Windows 11 Pro x64;24H2;Dell Inc.;OptiPlex 3050;desktop;DELL;P2016;161451;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\ec063415;HSI3337D182897;182897;10.30.27.95;D2S8WF3;Microsoft Windows 10 Pro x64;20H2;Dell Inc.;OptiPlex 3080;desktop;DELL;P2018H;182861;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A;;;;2;Principal;ACSC\m072161;HSI2672D158559;158559;10.30.24.200;FMPRHK2;Microsoft Windows 10 Pro x64;1703;Dell Inc.;OptiPlex 5050;desktop;DELL;P2415Qb;217752;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A (Máquina de Crise);;;;2;Principal;ACSC\m072161;HSI2672D231410;231410;10.30.27.236;GPTVSB4;Microsoft Windows 11 Pro x64;25H2;Dell Inc.;OptiPlex SFF 7020;desktop;DELL;P2016;155268;;;;;;;Não;Não;21/10/2025;Guilherme Flores
UTI - Prescrição Médica - Lado A (Máquina de Crise);;;;2;Principal;ACSC\EV046721;HSI2672D219371;189631;10.30.24.183;FG66K34;Microsoft Windows 11 Pro x64;23H2;Dell Inc.;OptiPlex SFF 7010;desktop;DELL;E2222HS;189631;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Quartos do Médicos;;;;2;Principal;ACSC\m905301;HSI2650D182900;182900;10.30.27.100;42S8WF3;Microsoft Windows 10 Pro x64;22H2;Dell Inc.;OptiPlex 3080;desktop;DELL;P2018H;182867;;;;;;;;;08/07/2025;Guilherme Flores
UTI - Sala de Espera;;;;2;Principal;ACSC\LP097583;HSI2672D182910;182910;10.30.25.29;10S8WF3;Microsoft Windows 10 Pro x64;24H2;Dell Inc.;OptiPlex 3080;desktop;;;;;;;;;;Não;Não;23/09/2025;Guilherme Flores
Agência Transfusional;;;;7;Principal;;HSI2665D149936;149936;10.30.26.185;BJWDMD2;Microsoft Windows 11 Pro x64;25h2;Dell Inc.;OptiPlex 3040;desktop;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
